場所名稱,場所縣市,場所區域,場所地址,場所分類,場所類型,其他類型,場所描述,AED放置地點,AED地點描述,地點LAT,地點LNG,全年全天開放大眾使用,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,開放時間緊急連絡電話
彰化縣立線西國民中學,彰化縣,線西鄉,寓埔村中央路二段145號,學校、集會場所或特殊機構,國中,,彰化縣立線西國民中學,餐廳外牆,本校操場北側餐廳外牆,24.131803,120.46807,X,06:00,22:00,06:00,22:00,06:00,22:00,,04-7584129
彰化縣大城鄉西港國民小學,彰化縣,大城鄉,東港村中央路2號,學校、集會場所或特殊機構,國小,,位於大城鄉東港村中央路上,行政大樓走廊,健康中心外牆壁,23.861501,120.28922,X,00:00,00:00,00:00,00:00,00:00,00:00,每天24小時,04-8941029
逢甲大學中科校區,台中市,西屯區,東大路一段951號,學校、集會場所或特殊機構,大專院校,,逢甲大學中科校區A112 安全室/收發室,逢甲大學中科校區,A112 安全室/收發室,24.201691,120.609063,X,08:00,20:00,08:00,20:00,08:00,20:00,24小時警衛管理,04-2460-8566
中國人壽,嘉義市,西區,民生北路241號6樓,其他,其他場所,商業大樓,位於嘉義市中國信託大樓之六樓商務辦公大樓,六樓營業櫃檯旁,六樓營業櫃檯旁,23.480248,120.446155,X,08:00,18:00,,,,,週六、日不上班,919002752
彰安國民中學,彰化縣,彰化市,彰安里014鄰中正路二段５３０號,學校、集會場所或特殊機構,國中,,中正路二段530號,彰安國中補校教室外面走廊,補校教室外面走廊,24.070608,120.535568,X,08:00,16:00,08:00,16:00,08:00,16:00,8月16日,04-7236117
台灣美光晶圓科技股份有限公司,桃園市,龜山區,復興三路667號,其他,其他場所,公司,,STAR 6樓保健中心門口旁邊,STAR 6樓保健中心門口旁邊,25.038425,121.373601,X,00:00,23:59,00:00,23:59,00:00,23:59,,0.-3272988轉3119
彰化縣二水鄉復興國民小學,彰化縣,二水鄉,復興村員集路五段472號,學校、集會場所或特殊機構,國小,,位於復興村員集路五段472號,彰化縣復興國小中走廊,彰化縣復興國小中走廊,23.829859,120.605345,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時開放,04-8745935
春和泡湯,宜蘭縣,礁溪鄉,德陽路80巷3號,公眾浴場或溫泉區,大型公眾浴場,,,服務台,大門右側牆壁,24.828954,121.768637,X,07:00,01:00,07:00,01:00,07:00,01:00,,03-9889715
彰化縣立田尾國民中學,彰化縣,田尾鄉,饒平村中學路二段18號,學校、集會場所或特殊機構,國中,,位於田尾鄉中學路上，鄰近田尾衛生所及花卉批發市場。,行政大樓中廊,行政大樓中廊右牆,23.890178,120.534165,X,08:00,17:00,00:00,00:00,00:00,00:00,,星期一到星期五
彰化縣二林國民小學,彰化縣,二林鎮,東和里斗苑路5段22號,學校、集會場所或特殊機構,國小,,"1.位於東和里斗苑路上
2.宋志懿醫院對面",學務處,學務處走廊,23.900507,120.372143,X,00:00,00:00,00:00,00:00,00:00,00:00,全日開放,48960057
祥寶尊榮護理之家,新北市,板橋區,大觀路三段236號6樓,其他,其他場所,護理機構,,新北市板橋區大觀路三段236號6F,"AED設置於祥寶尊榮護理之家,位於天照大樓六樓,旁邊為崑崙公園,樓下有火鍋店和牛排館",24.992301,121.429275,X,08:00,18:00,08:00,18:00,08:00,18:00,,022687-6363
彰化縣立田尾國民小學,彰化縣,田尾鄉,饒平村中山路一段449號,學校、集會場所或特殊機構,國小,,位於田尾鄉中山路一段，鄰近田尾公路花園。,A棟大樓中廊,放置於A棟大樓一樓中廊,23.891674,120.527299,X,00:00,00:00,00:00,00:00,00:00,00:00,AED開放使用時間:全天開放,04-8832745
美嘉美大飯店,宜蘭縣,礁溪鄉,德陽路150號,旅宿場所,旅館,,,櫃檯旁,1f櫃檯旁,24.82886,121.767253,X,00:00,00:00,00:00,00:00,00:00,00:00,,39882937
臺灣基隆地方法院檢察署,基隆市,信義區,東信路178號,學校、集會場所或特殊機構,法院,,,大門入口右側牆上,"右側牆上
落地金屬箱
於販賣機和置物櫃中間",25.129006,121.764407,X,08:30,17:30,08:30,17:30,08:30,17:30,,24651171-1851
臺南市立佳里國民中學健康中心,台南市,佳里區,安南路523號,學校、集會場所或特殊機構,國中,,,臺南市佳里區安南路523號  (臺南市立佳里國民中學健康中心,本校健康中心。,23.15753,120.170549,X,08:00,17:30,,,,,,06-7211480
玉山國家公園管理處塔塔加遊客中心,南投縣,信義鄉,南投縣信義鄉同富村太平巷118號,觀光旅遊地區,國家公園,,,服務台,於塔塔加遊客中心服務台及二樓辦公室大門口各放置一台,23.487447,120.891697,X,08:30,16:30,08:30,16:30,08:30,16:30,"每個月第二週,塔塔加遊客中心休館不提供",049-2702200
台南市將軍區苓和國小,台南市,將軍區,苓和里132號,學校、集會場所或特殊機構,國小,,,忠孝樓1樓中央走廊,忠孝樓1樓中央走廊,23.22541,120.166147,X,07:30,17:30,00:00,00:00,00:00,00:00,六日不開放,06-7942031#11
台南市崇學國小健康中心,台南市,東區,崇學路98號,學校、集會場所或特殊機構,國小,,,健康中心,崇學國小健康中心內,22.979578,120.223427,X,08:00,16:00,,,,,,2689951-824
臺南市將軍區長平國民小學,台南市,將軍區,長沙里132-2號,學校、集會場所或特殊機構,國小,,長平國小健康中心內,健康中心內,健康中心內入口左側冷氣機下方,23.218653,120.106625,X,07:30,16:30,,,,,,06-7931146
桃園市復興區霞雲國民小學,桃園市,復興區,霞雲里6鄰14號,學校、集會場所或特殊機構,國小,,,霞雲國小,辦公室外,24.814038,121.405615,X,00:00,23:59,00:00,23:59,00:00,23:59,,03-38222224
遠雄航空自由貿易港區股份有限公司-加值園區A棟大廳,桃園市,大園區,航翔路5號,其他,其他場所,加值園區A棟大廳,,加值園區A棟一樓大廳,一樓自動門進入後大廳右手邊，電梯前方,25.09368,121.25455,X,07:00,07:00,,,,,24小時開放,03-3995999轉295
台南市立山上國民中學,台南市,山上區,山上里130號,學校、集會場所或特殊機構,國中,,位於台南市山上區，山上國中。置放於校門正門階梯走上來，面對川堂(中廊)的左邊(人會室旁)。,川堂(中廊),於校門正門階梯走上來，面對川堂(中廊)的左邊(人會室旁)。,23.103512,120.35781,X,07:00,17:00,00:00,00:00,00:00,00:00,,06-5781023
臺南市立北門國中,台南市,北門區,永華里1-1號,學校、集會場所或特殊機構,國中,,,健康中心前走廊,一樓健康中心前走廊,23.253308,120.128672,X,08:00,18:00,00:00,00:00,00:00,00:00,六日不開放,每週一~五
縣立羅厝國民小學,彰化縣,埔心鄉,羅厝村文昌東路100號,學校、集會場所或特殊機構,國小,,位於埔心鄉羅厝村文昌東路上。,中走廊.,放置於中走廊.辦公室外,23.941636,120.512669,X,00:00,00:00,00:00,00:00,00:00,00:00,24小時開放,04-8292861
臺北市立兒童新樂園,台北市,士林區,承德路5段55號,觀光旅遊地區,民營遊樂業,臺北市立兒童新樂園,"園區內提供多樣化餐飲及商品供遊客選擇,2樓設有美食街,提供不同口味的中西餐.",2樓美食街內,二樓美食街自動加值機旁,25.097021,121.514701,X,09:00,17:00,09:00,20:00,09:00,18:00,除夕休園,02-28355500
彰化縣立中正國民小學,彰化縣,二林鎮,南光里建興街80號,學校、集會場所或特殊機構,國小,,,中走廊警衛室旁,進入大門後即可看見AED裝置,23.897714,120.370403,X,07:00,17:30,,,,,全天開放,04-8960145
新北市藝文中心,新北市,板橋區,莊敬路62號,休閒場所,美術館,,,演藝廳大廳男廁旁,放置於演藝廳大廳男廁旁,25.026107,121.472335,X,09:00,17:00,09:00,17:00,09:00,17:00,每月第一個週一及國定假日休館,02-22534417
勞動部勞動力發展署桃竹苗分署,桃園市,楊梅區,秀才路851號,其他,其他場所,職業訓練,位於楊梅秀才路851號往新竹縣新埔鎮路上左側約2.5公里處(中華汽車斜對面),秀才會館一樓大廳,秀才會館一樓大廳,24.89367,121.136903,X,08:00,17:00,,,,,,03-4855368#629
新北市立自強國民中學,新北市,中和區,莒光路191號,學校、集會場所或特殊機構,國中,,,警衛室,大門口警衛室內,24.998804,121.472633,X,07:00,18:00,08:00,17:00,08:00,17:00,,22259469*899
大農大富平地森林園區,花蓮縣,光復鄉,大全村農場路31號,觀光旅遊地區,國家級風景區,,服務中心約36坪，AED放置位置微服務中心入口左方,服務中心,位於停車場服附中心,23.620385,121.417046,X,08:00,17:00,08:00,17:00,08:00,17:00,服務中心24H有保全駐守,038700870#9
台南市安平區石門國民小學,台南市,安平區,安平路700號,學校、集會場所或特殊機構,國小,,,石門館健康中心前,健康中心門口右側,22.999595,120.166055,X,08:00,16:00,08:00,08:00,08:00,08:00,,06-2223332#172
臺南市玉山國民小學,台南市,南化區,玉山里48之1號,學校、集會場所或特殊機構,國小,,,南棟教室1樓,健康中心前,23.074779,120.518393,X,00:00,23:59,00:00,23:59,00:00,23:59,,06-5772072
臺南市北門區三慈國小,台南市,北門區,慈安里381號,學校、集會場所或特殊機構,國小,,,健康中心前走廊,健康中心前走廊,23.286603,120.124285,X,12:00,12:00,12:00,12:00,12:00,12:00,全天,7850400
德水園身心障礙教養院,台中市,東勢區,茂興里東蘭路212-1號,其他,其他場所,教養院,,2F大廳,2F大廳服務台旁,24.300551,120.809285,X,08:00,20:00,08:00,20:00,08:00,20:00,,04-25885959
臺中市中正地政事務所,台中市,北屯區,北平路三段36號,其他,其他場所,政府機關,介於文心路與綏遠路及梅川東路附近，附近有文心國小及臺中市稅務局東山稽徵所。,臺中市北屯區北平路三段36號2樓,2樓入口大門右邊,24.170978,120.680614,X,08:00,17:00,00:00,00:00,00:00,00:00,例假日休息,04-22372388#405
彰化縣彰化市中山國小,彰化縣,彰化市,中山里008鄰中山路二段６７８號,學校、集會場所或特殊機構,國小,,,體育館游泳池,放置於體育館1樓游泳池的走廊,24.081841,120.546119,X,08:00,08:00,08:00,08:00,08:00,08:00,,7222033
台南市新市國小,台南市,新市區,中興街1號,學校、集會場所或特殊機構,國小,,,健康中心內,健康中心櫃子內,23.078967,120.295545,X,08:00,15:00,,,,,,06-5992895
台南市安南區海東國小,台南市,安南區,安中路3段381號,學校、集會場所或特殊機構,國小,,安中路校門口進來左側玄關走進來第一間,健康中心裡面,進健康中心右側牆上,23.048855,120.174707,X,08:00,16:00,,,,,,062567146#809
中華民國紅十字會,台北市,萬華區,艋舺大道303號,其他,其他場所,社福機構,,1樓大廳,放置於1樓服務台前方,25.033155,121.496467,X,08:30,17:30,00:00,00:00,00:00,00:00,,02-23628232#507
桃園市立平鎮高級中學,桃園市,平鎮區,環南路三段100號,學校、集會場所或特殊機構,高中職,,"開車:

中山高速公路： [中壢/新屋交流道]下往中壢方向接民族路，右轉環南路過中豐路二百公尺。 [66快速道路:觀音/大溪交流道]下往大溪方向至[中豐路]交流道下，再迴轉接中豐路右轉，往中壢方向至環南路口右轉二百公尺。
北二高：大溪交流道下往中壢方向接東西快速道路至中豐路口下，往中壢方向至環南路口右轉二百公尺。
省道：在平鎮市之省道為延平路，經延平路與中豐路交叉口，轉中豐路往龍潭方向，至環南路口左轉二百公尺。
坐車:

客運：中壢客運、桃園客運、新竹客運，在平鎮市公所站下車步行，由德育路至環南路5分鐘；在環南路口站（第一製藥）下車步行3分鐘。
火車：中壢站下車，由後站經和平路轉德育路，步行約20分鐘",本校警衛室,本校地點位於平鎮市環南路與德育路交叉路口，AED設置於本校校門口警衛室內，並置放於專屬櫃子供緊急事故使用,24.939916,121.218938,X,08:00,17:00,00:00,00:00,00:00,00:00,,03-4287288轉316或314
彰化縣鹿港鎮鹿港國民小學,彰化縣,鹿港鎮,三民路192號,學校、集會場所或特殊機構,國小,,位於純樸鹿港小鎮上。,健康中心旁樓梯口,鹿港國小側門校門口(德興街)進入右轉位於健康中心旁樓梯口,24.075349,120.447831,X,07:00,17:00,,,,,非上班時間因大門關閉，若需使用要從公正街側門進入經過操場再至健康中心,04-7772038
台南市安南國中,台南市,安南區,安中路3段252號,學校、集會場所或特殊機構,國中,,,學校玄關,學校玄關,23.048527,120.178017,X,08:00,17:00,,,,,,06-2567384-103
Tavern L 客棧田僑,台南市,北區,成功路38號,旅宿場所,旅館,,"Tavern L客棧田僑有別於一般青年旅館、背包客棧
單人背包客或公司學校團體即早訂房，住宿便享有優惠
各國進口精釀啤酒
設施新穎，24小時專人服務",客棧田僑,"放置於2樓交誼廳
茶水區旁",22.997918,120.20817,X,00:00,12:00,00:00,12:00,00:00,12:00,全天開放,06-2236555
桃園市立圖書館埔子分館,桃園市,桃園區,同安街601號,休閒場所,圖書館,,,1樓流通櫃台旁,1樓流通櫃台旁,25.02389,121.29758,X,08:30,21:00,08:30,21:00,08:30,17:00,,03-3176480
彰化縣伸港鄉伸東國民小學,彰化縣,伸港鄉,七嘉村中華路565號,學校、集會場所或特殊機構,國小,,"7-11伸東門市往東160公尺至伸東國小大門,
伸東大門往北250公尺至健康中心旁穿堂.",後棟穿堂,健康中心門邊牆面上,24.145738,120.496072,X,08:00,16:00,,,,,星期六日不開放,04-7982314
彰化縣社頭鄉清水國民小學,彰化縣,社頭鄉,山腳路1段486號,學校、集會場所或特殊機構,國小,,鄰近清水岩森林遊樂區。,中廊,本校為開放之校園空間，自動體外心臟電擊去顫器(AED)置於辦公室外之中廊壁面上。,23.889036,120.610024,X,08:00,17:00,,,,,,04-8731285
基隆市立銘傳國民中學,基隆市,仁愛區,劉銘傳路132號,學校、集會場所或特殊機構,國中,,,健康中心,面對司令台右手邊角落健康中心內,25.12365,121.750201,X,08:00,17:00,08:30,15:30,08:30,15:30,,24223120-89
台灣化學纖維股份有限公司(麥寮廠),雲林縣,麥寮鄉,台塑工業園區5號及3-1號,其他,其他場所,職場,化三部麥寮純對苯二甲酸廠,純對苯二甲酸廠辦公大樓1樓,放置於本廠辦公大樓1F大門入口處，進入大門即可清楚看到AED,23.817564,120.209771,X,00:00,00:00,00:00,00:00,00:00,00:00,本廠控制室及品管室24小時均有人員保持上班狀態，品管課人員均接受過EMT1訓練,05-6813129
台灣化學纖維股份有限公司(麥寮廠),雲林縣,麥寮鄉,台塑工業園區5號及3-1號,其他,其他場所,職場,化一部-芳香烴一廠,芳香烴一廠辦公大樓1樓,ARO1廠辦公大樓1樓,23.815462,120.212713,X,00:00,23:59,00:00,23:59,00:00,23:59,24小時全天候備用,05-6813056
台南市安平區西門國小,台南市,安平區,安北路180號,學校、集會場所或特殊機構,國小,,,一樓人事室旁,人事室旁.男女廁所前,23.002822,120.159579,X,00:00,23:59,00:00,23:59,00:00,23:59,,287919292
臺中市立圖書館大雅分館,台中市,大雅區,大雅里雅潭路四段800號,休閒場所,圖書館,,"雅潭路與學府路口
大雅國小旁邊",一樓大門口右轉電梯旁的角落,一樓大門口右轉櫃檯旁,24.221771,120.650172,X,08:30,21:00,08:30,21:00,08:30,17:30,週一及國定假日休館,04-25683207
臺中市和平區平等國民小學,台中市,和平區,平等里中興路三段環山三巷35號,學校、集會場所或特殊機構,國小,,,平等國小,保健室前走廊,24.31766,121.293061,X,00:00,23:59,00:00,23:59,00:00,23:59,,04-25802204
臺中市豐原區瑞穗國民小學,台中市,豐原區,西安街72號,學校、集會場所或特殊機構,國小,,,本校健康中心外,本校大校門穿堂直走健康中心外,24.24955,120.712551,X,08:00,17:00,00:00,00:00,00:00,00:00,,04-25262064
